work_id,label,scope,confidence,reason
W2018446288,include,other_tula,low,Tula-funded microbial community Bayesian method
W2100348678,include,coastal,high,Tula-funded arctic marine virus/microbe study
W2150970670,include,other_tula,low,"Tula-funded spliceosome evolution, not coastal"
W2336777097,include,other_tula,medium,Hakai/Tula-funded terrestrial carnivore population study
W2108893650,include,other_tula,low,"Tula-funded metabolic-pathway software, not coastal"
W1968957083,include,other_tula,low,"Tula-funded protist ultrastructure, not coastal"
W2162473677,include,other_tula,low,"Tula-funded annotation pipeline, not coastal"
W1752495538,include,other_tula,low,"Tula-funded forest soil microbial study, not coastal"
W2033048717,include,coastal,high,Tula-funded coastal marine RNA virus diversity
W2057489281,include,other_tula,low,"Tula-funded cognition meta-analysis, not coastal"
W2064183015,include,other_tula,low,"Tula-funded algal nucleomorph genomics, not coastal"
W1607993376,include,coastal,medium,Tula-funded intertidal seaweed (Pyropia) taxonomy
W2095344666,include,coastal,high,Hakai Institute affiliation; coastal mussel archaeology
W2083485753,include,other_tula,low,Tula-funded dinoflagellate ultrastructure review
W2088454658,include,other_tula,low,Tula-funded termite symbiont protist study
W2052779131,include,other_tula,low,"Tula-funded amoeba ATP pathway, not coastal"
W1999372264,include,coastal,high,Tula-funded Saanich Inlet coastal marine virus diversity
W2122770303,include,other_tula,low,"Tula-funded neuroscience foraging study, not coastal"
W2071305557,include,other_tula,low,Tula-funded folate-pathway gene evolution
W2036853475,include,other_tula,low,"Tula-funded mitochondrial model methods, not coastal"
W1608113705,include,other_tula,low,Tula-funded wastewater microbial gene transfer
W2022114751,include,other_tula,low,Tula-funded elongation-factor gene evolution
W994373064,include,coastal,high,Hakai-funded sea otter/reef fish coastal ecology
W2180805813,include,coastal,high,"Hakai Beach Institute, Calvert Island; juvenile salmon"
W1973364293,include,other_tula,low,"Tula-funded euglenid enzyme evolution, not coastal"
W2170074068,include,other_tula,low,Tula-funded eukaryote phylogenomics review
W2056820963,include,other_tula,low,Tula-funded eukaryote molecular-clock review
W2277331091,include,coastal,high,Hakai/Tula-funded estuary cross-ecosystem dissertation
W2512248510,include,coastal,high,Hakai Institute land-sea coastal observatory
W7162297452,include,coastal,high,Hakai-published coastal sea wrack dataset
W7163698214,include,coastal,high,Hakai coastal Calvert/Quadra climate dataset
W2766358903,include,coastal,medium,"Tula-funded Earth Microbiome Project, marine-inclusive"
W2395026888,include,coastal,high,Hakai-affiliated surface ocean CO2 atlas
W2335786001,include,coastal,high,Tula-funded Saanich Inlet community profiling
W2291388429,include,other_tula,low,"Tula-funded eukaryote phylogenomics, not coastal"
W2790178828,include,coastal,medium,Tula-funded marine sea-spray virus deposition
W2616066268,include,coastal,high,Hakai Institute; coastal social-ecological systems
W2767659440,include,coastal,high,Tula-funded marine Marinimicrobia biogeochemistry
W2729345853,include,coastal,high,Tula/Hakai affiliation; coastal BC historical ecology
W2740985030,include,other_tula,low,"Tula-funded forest soil microbial study, not coastal"
W2765597957,include,coastal,medium,Hakai/Tula-funded coastal BC wildlife management
W2786539466,include,coastal,high,Hakai Institute; coastal seagrass fish communities
W2426946809,include,other_tula,low,Tula-funded dinoflagellate-diatom symbiosis genomics
W2754034914,include,other_tula,low,Tula-funded amoeba-kinetoplastid symbiosis genomics
W2552981499,include,other_tula,low,Tula-funded ciliate biogeography/taxonomy
W2766255725,include,coastal,high,Tula-funded Saanich Inlet multi-omic compendium
W2761759859,include,coastal,medium,Tula-funded marine alveolate single-cell genomics
W2898187698,include,coastal,high,Hakai-funded coastal abalone conservation
W2883748237,include,other_tula,low,"Tula-funded beaver gut microbiome, not coastal"
W2777891676,include,coastal,high,Hakai Institute; temperate seagrass-waterfowl ecology
W2889840983,include,coastal,medium,Tula-funded freshwater cyanophage characterization
W2783681570,include,coastal,medium,Tula funder; BC Great Bear Rainforest coastal conservation
W2614365707,include,coastal,high,"Tula funder; marine phytoplankton virus ecology, UBC oceans"
W2227944765,include,coastal,high,Tula funder; salmon virus in BC marine aquaculture
W2636085960,include,coastal,high,Tula funder; marine chlamydiae genomics
W2465542018,include,other_tula,low,Hakai inst listed but terrestrial Italian land-cover study
W2340373989,include,other_tula,low,"Tula funder; hominid gene-regulation evolution, not coastal"
W2774868970,include,coastal,high,Hakai+Tula funder; NE Pacific marine flatworm diversity
W2902022009,include,coastal,high,Hakai affiliation; coastal larval invertebrate oceanography
W2765798784,include,coastal,high,Hakai affiliation; tidal current modeling BC
W2768540352,include,other_tula,medium,"Tula funder; termite-gut flagellate taxonomy, not coastal"
W2607313420,include,other_tula,medium,"Tula funder; human gut microbiome database, not coastal"
W2919273924,include,coastal,high,Hakai+Tula funder; BC coastal-margin flatworm diversity
W2566860541,include,coastal,high,Tula funder; Saanich Inlet fjord methanotroph community
W4236741891,include,coastal,high,Hakai affiliation; North American coastal ocean carbon
W2707630954,include,coastal,high,Hakai affiliation; NW Coast coastal archaeology
W4242138586,include,coastal,high,Hakai affiliation; coastal social-ecological systems
W2747727036,include,coastal,high,Hakai+Tula funder; NE Pacific marine turbellarian phylogeny
W2889982449,include,coastal,high,Hakai affiliation; northern BC coast marine plants
W2759875356,include,coastal,high,Hakai affiliation; Heiltsuk-herring coastal ethnoecology
W2950974743,include,coastal,high,"Tula funder; marine giant virus, UBC oceans"
W2885067790,include,coastal,high,"Tula funder; coral-reef apicomplexan, marine"
W2769955149,include,coastal,high,Hakai funder; Quadra Island sea-level/settlement archaeology
W2932828055,include,other_tula,low,"Tula funder; candidate bacterial phyla ecology, not coastal"
W2892277051,include,coastal,high,"Tula funder; dinoflagellate parasites of copepods, marine"
W2895062367,include,coastal,high,Hakai funder; Strait of Georgia biogeochemical model
W3002234643,include,other_tula,medium,Hakai funder; terrestrial grizzly/wildlife management thesis
W7162309197,include,coastal,high,Hakai dataset; Central Coast marine-nutrient eagle study
W7162321030,include,coastal,high,Hakai dataset; kelp extent mapping BC islands
W7162503967,include,coastal,medium,"Hakai dataset; BC snow depth UAV mapping, coastal earth-science"
W7163382767,include,coastal,high,Hakai dataset; Central Coast seawater CO2 buoy
W3207010260,include,other_tula,low,Hakai inst listed; global terrestrial restoration synthesis
W2980063562,include,coastal,high,Hakai affiliation; Pacific coast peopling archaeology
W2890445359,include,coastal,high,Hakai affiliation; North American coastal ocean carbon
W2982009756,include,coastal,high,Hakai+Tula funder; marine apicomplexan diversity
W2997778219,include,coastal,high,Hakai/Tula affiliation; NE Pacific eelgrass blue carbon
W3194864781,include,coastal,high,"Hakai affiliation; sea star wasting, eastern Pacific marine"
W3114763500,include,coastal,medium,Tula funder; NW coast Indigenous food systems incl marine
W4200001722,include,coastal,high,Hakai affiliation; Antarctic ocean carbon flux
W3026597916,include,coastal,high,Tula/Hakai affiliation; Strait of Georgia plankton biomarkers
W3168290842,include,coastal,high,Hakai affiliation; coastal larval fish front study
W3120210858,include,coastal,high,Hakai affiliation; Strait of Georgia phytoplankton
W2910614907,include,other_tula,low,Tula funder; freshwater microbialite firmicute genome
W2999405690,include,other_tula,low,"Tula funder; BC mountain landslides, terrestrial hazard"
W2988281998,include,coastal,high,Hakai affiliation; Pacific coast archaeology discovery models
W4200499542,include,coastal,high,Hakai funder; marine mud dragon phylogenomics
W3096319293,include,coastal,high,Hakai affiliation; seagrass drone mapping training
W3188666140,include,coastal,medium,Hakai affiliation; coastal BC grizzly genetics/language
W3201872362,include,coastal,high,Hakai affiliation; NE Pacific coastal ocean biogeochemistry
W3103925299,include,coastal,high,Hakai funder; sea lice on BC salmon farms
W3197887641,include,other_tula,low,Hakai inst listed; NWT permafrost peatland hydrology
W3212948533,include,coastal,high,Hakai affiliation; Haida Gwaii coastal archaeology/paleontology
W3138229327,include,coastal,high,Hakai affiliation; North Pacific salmon trophic ecology
W3160470342,include,coastal,high,Hakai affiliation; zooplankton ocean acidification
W3183943094,include,other_tula,low,Tula funder; Columbia Basin glacier mass balance
W3215969937,include,coastal,high,"Hakai affiliation; Pacific herring forage fish, Gulf of Alaska"
W2782554811,include,coastal,high,Tula/Hakai affiliation; Gulf of Alaska coastal CO2 uptake
W2909094277,include,other_tula,low,Tula funder; codon selection model methodology
W3094146350,include,other_tula,medium,Hakai/Tula affiliation; terrestrial frog skull morphology
W3151539057,include,coastal,high,Hakai affiliation; juvenile sockeye near BC salmon farms
W3186854227,include,coastal,high,Hakai affiliation; NE Pacific herring fisheries modeling
W3081008215,include,other_tula,low,Tula funder; terrestrial frog skin microbiota
W3092143966,include,coastal,high,Hakai affiliation; North Pacific salmon diet database
W3038707274,include,coastal,high,Hakai funder; marine mud dragon morphology
W4246490238,include,coastal,high,Hakai affiliation; Arctic Ocean carbon cycle
W2951467741,include,coastal,high,Tula funder; marine beach kinorhynch study
W2947125679,include,coastal,high,Tula funder; marine mud dragon neuroanatomy
W3048306427,include,coastal,high,Hakai funder; shipboard dissolved gas ocean instrument
W2955083638,include,coastal,high,Tula/Hakai affiliation; Canadian ocean observing system
W3142869890,include,other_tula,medium,"Tula funder; termite-gut cristamonad taxonomy, not coastal"
W3202321634,include,coastal,high,Hakai affiliation; BC coastal tidal mixing water properties
W2990203508,include,coastal,high,Hakai Institute affiliation; BC cetacean field surveys
W3004901204,include,coastal,medium,Hakai-UVic geospatial/remote-sensing collaboration affiliation
W3005975651,include,coastal,medium,Hakai funder ack; BC salmon virus study
W3038173702,include,coastal,high,Hakai+Tula funders; BC coastal EBM thesis
W3108022430,include,coastal,high,"Hakai Institute, Tula Foundation, Heriot Bay affiliation"
W4200210541,include,coastal,medium,Tula funder; coastal protistan parasite ecology
W4239181754,include,coastal,medium,Hakai funder; Strait of Georgia upwelling model review
W4285774309,include,coastal,high,Hakai Institute affiliation; salmon diet meta-analysis
W7155545567,include,coastal,high,Hakai dataset; Calvert/Quadra intertidal sea star microbiome
W7162318897,include,coastal,high,Hakai dataset; BC killer whale foraging observations
W4212859685,include,coastal,high,Hakai Institute affiliation; soniferous fish diversity
W3196863676,include,coastal,high,Tula Foundation/Hakai affiliation; Southern Ocean isoscapes
W4205461845,include,coastal,medium,"Hakai affiliation; genetic monitoring, marine tie weak"
W4295037969,include,coastal,high,Hakai affiliation; Southern Ocean zooplankton biomass
W4320855156,include,coastal,medium,Tula funder; marine invertebrate parasite genomics
W4220889627,include,coastal,high,Hakai affiliation; estuary eelgrass heatwave study
W4362506875,include,coastal,high,Hakai affiliation; cultivated kelp microbiome
W4213447863,include,coastal,high,Hakai affiliation; eelgrass epifaunal crustacean biogeography
W3137899961,include,coastal,high,Tula Foundation/Hakai Heriot Bay affiliation; kelp microbiota
W4205585626,include,coastal,medium,Hakai affiliation; BC glacier remote sensing
W4283728652,include,coastal,high,Hakai affiliation; NE Pacific zooplankton bioregions
W4312943003,include,coastal,high,Hakai affiliation; Salish Sea killer whale noise
W4390364835,include,coastal,medium,Hakai funder; dinoflagellate chlorophyll biosynthesis
W4282929011,include,coastal,medium,Hakai funder; BC coast fish radioactivity monitoring
W4364352870,include,coastal,high,Hakai funder; intertidal mussel ocean acidification
W4387739226,include,coastal,high,Hakai affiliation; Vancouver Island inlet circulation model
W4281950468,include,coastal,high,Hakai affiliation; coastal particulate fatty acids time series
W4390108162,include,coastal,high,Hakai affiliation; marine zooplankton trait database
W3144995884,include,coastal,high,Tula Foundation affiliation; Chinook salmon isotope study
W4378450654,include,coastal,high,Hakai affiliation; Strait of Georgia plankton food web
W4387763706,include,coastal,medium,Hakai affiliation; NW Canada glacier fluctuations
W4362620116,include,coastal,medium,Tula funder; BC snowmelt characterization
W4309741556,include,coastal,high,Hakai affiliation; BC coastal phytoplankton remote sensing
W4284967487,include,coastal,high,Hakai affiliation; Atlantic salmon data repository
W4295123827,include,coastal,medium,Hakai+Tula funders; BC island tardigrade species
W4361291130,include,coastal,low,"Tula funder; global body-size biomass review, broad"
W3134828032,include,coastal,high,Hakai affiliation; North Pacific krill oxygen/pH study
W4386050747,include,coastal,high,Hakai affiliation; aquatic mammal decision-making review
W4389088956,include,coastal,medium,Tula funder; South China Sea marine microbial lysis
W3173812124,include,coastal,high,Hakai affiliation; BC coastal landslide-tsunami-flood
W3207914054,include,coastal,high,Hakai affiliation; Vancouver Island kelp detritus diet
W3173751532,include,coastal,medium,Hakai affiliation; environmental documentary ethics commentary
W4366990816,include,coastal,medium,Hakai affiliation; NW Canada glacier fluctuations preprint
W4210939247,include,coastal,high,Hakai funder; NW Coast Indigenous coastal archaeology
W4281294272,include,coastal,medium,Hakai affiliation; BC snowmelt SAR preprint
W4311565613,include,coastal,high,Hakai affiliation; Year of Salmon data mobilization plan
W4322011260,include,coastal,medium,Hakai affiliation; BC glacier darkening spectroscopy
W4379364996,include,coastal,high,Hakai funder; northern BC intertidal infaunal communities
W4283219801,include,coastal,high,Hakai affiliation; Symbiodiniaceae marine diversity consensus
W3173125493,include,coastal,medium,Hakai affiliation (UBC EOAS); arthropod RNA virus survey
W4395617418,include,coastal,high,Hakai dataset; Gulf of Alaska zooplankton bongo net
W3153259347,include,coastal,high,Hakai affiliation; BC Elliot Creek hazard cascade
W3163088634,include,coastal,high,Hakai affiliation; submarine channel morphology Elliot cascade
W3168335259,include,coastal,high,Hakai affiliation; land-ocean turbidity glacial outburst
W3201803797,include,coastal,high,Hakai affiliation; Rivers Inlet BC oxygen minimum
W3215733283,include,coastal,high,Hakai affiliation; Pan-Pacific salmon high seas expedition
W3216353342,include,coastal,high,Hakai affiliation; Salish Sea killer whale soundscapes
W4210989865,include,coastal,high,Hakai affiliation; coral reef ocean-climate policy whitepaper
W4283785322,include,coastal,high,Hakai funder; mussel ocean acidification preprint
W7135593678,include,coastal,medium,Hakai affiliation; proglacial river water quality
W4400194616,include,coastal,high,Hakai affiliation; BC seaweed farming climate benefits
W4404861058,include,coastal,medium,Hakai affiliation; global glacier observatory DEMs
W4391359251,include,coastal,high,Hakai funder; Salish Sea kelp dynamics
W4390706802,include,coastal,high,Tula funder; seagrass microbiome disease manipulation
W4392937566,include,coastal,high,Hakai affiliation; grizzly bear-salmon riparian study
W4402598290,include,coastal,high,Hakai funder; Strait of Georgia bull kelp persistence
W4404276897,include,coastal,medium,Hakai affiliation; airborne lidar snow mapping
W4403401924,include,coastal,high,Hakai affiliation; nearshore fish eDNA biodiversity
W4400426433,include,coastal,low,"Hakai affiliation; theoretical SI epidemic model, weak tie"
W4402665246,include,coastal,low,Hakai affiliation; population genetics D-statistic method
W4402889100,include,coastal,high,Hakai funder ack; marine dinoflagellate/parasite research
W4403253669,exclude,na,medium,Tula provenance but no Hakai/Tula in affiliations; deep-ocean consortium
W4391224205,include,coastal,high,Hakai Institute affiliation; marine carbon chemistry
W4392017297,include,coastal,medium,"Hakai affiliation; glacier observatory, coastal earth science"
W4392813204,include,coastal,high,Hakai affiliation; fjord circulation BC inlet
W4403880618,include,coastal,high,Hakai affiliation; ocean forecasting services
W4393496781,include,coastal,high,Hakai affiliation; zooplankton bioregions NE Pacific
W4403681088,include,coastal,high,Tula funder; salmon ocean acidification research
W4386442324,include,coastal,high,Hakai affiliation; fjord subsurface water mass
W4386615217,include,coastal,high,Hakai affiliation; Gulf of Alaska carbon chemistry
W4388182624,include,coastal,high,Tula/Hakai affiliation; oyster microbiome aquaculture
W4321487791,include,coastal,high,Hakai affiliation; salmon river ecohazard BC
W4321488133,include,coastal,medium,Hakai affiliation; Fraser River landslides BC
W4322011324,include,coastal,high,Hakai ACO; glacier change coastal observatory
W4386636709,include,coastal,high,Hakai affiliation; fjord peer-review
W4386642060,include,coastal,medium,Hakai-Tula Foundation affiliation listed
W4387196511,include,coastal,high,Hakai affiliation; fjord peer-review
W4387398061,include,coastal,high,Hakai affiliation; marine carbon peer-review
W4388415166,include,coastal,high,Hakai affiliation; marine carbon peer-review
W4392642733,include,coastal,high,Hakai affiliation; coastal watershed snow storage BC
W4392687671,include,coastal,high,Hakai affiliation; intertidal keystone predator
W4392758973,include,coastal,medium,Hakai affiliation; glacier mass loss WNA
W4393032306,include,coastal,high,Hakai funder; coastal CO2 source-sink
W4398235183,include,coastal,medium,Hakai affiliation; glacier observatory peer-review
W4399260147,include,coastal,high,Tula/Hakai Genomics; zooplankton DNA protocol
W4399265468,include,coastal,medium,Hakai Genomics affiliation; eDNA filter protocol
W4402596504,include,coastal,high,Hakai affiliation; intertidal macroalgal surveys BC
W4403181612,include,coastal,high,Hakai affiliation; Pacific NW coast deer genomes
W4403913135,include,coastal,high,Hakai affiliation; marine heatwaves food webs
W4404033566,include,coastal,medium,Hakai affiliation; glacier Holocene peer-review
W4404070947,include,coastal,high,Hakai affiliation; ocean forecasting peer-review
W4404522595,include,coastal,high,Hakai affiliation; land-to-sea sediment flux BC
W4404558406,include,coastal,medium,Hakai affiliation; glacier Holocene peer-review
W4405675705,include,coastal,medium,"Hakai+Tula funder; glacier reply, UNBC author"
W4405738470,include,coastal,high,Hakai affiliation; ocean forecasting peer-review
W7133277191,include,coastal,high,Tula funder; marine cumulative impact mapping
W7134281817,include,coastal,high,Hakai dataset; stream temperature Vancouver Island
W7154005959,include,coastal,high,Hakai dataset; seawater CO2 Bamfield BC
W7162652770,include,coastal,high,Hakai dataset; inlet multibeam bathymetry BC
W7162761273,include,coastal,high,Hakai dataset; lake bathymetry Vancouver Island
W4408460092,include,coastal,medium,"Tula funder; global carbon budget, ocean component"
W4407722167,include,coastal,medium,Hakai affiliation; global glacier mass change
W7134934588,include,coastal,high,Hakai affiliation; 2021 heatwave ecological responses
W4409155414,include,coastal,high,Hakai affiliation; Haida Gwaii kelp forests
W4414057427,include,other_tula,medium,"Hakai affiliation but High Mountain Asia glaciers, not coastal"
W4414687414,include,coastal,high,Tula funder; marine protected area monitoring
W4408402676,include,coastal,high,Hakai affiliation; kelp forests Broughton BC
W4413449454,include,coastal,high,Hakai affiliation; zooplankton bioregions shelf
W4407250988,include,coastal,high,Hakai affiliation; intertidal macroalgal surveys BC
W4410035946,include,coastal,high,Tula funder; Hakai eDNA microscopic life forms
W4410941325,include,coastal,high,Hakai affiliation; NE Pacific phytoplankton
W4410960710,include,coastal,high,Hakai affiliation; ocean forecasting services
W7115909461,include,coastal,high,Hakai affiliation; sea star wasting disease dataset
W4399752143,include,coastal,high,Tula/Hakai; eDNA filter protocol coastal waters
W4399862670,include,coastal,high,Tula/Hakai; fish eDNA metabarcoding ocean project
W4406284963,include,coastal,medium,Hakai funder; observational oceanography training
W4408229662,include,coastal,high,"Hakai affiliation; sea star disease, kelp ecosystems"
W4412183634,include,other_tula,low,"Hakai funder; Yukon glacier dissertation, not coastal"
W4412675711,include,coastal,medium,Hakai affiliation; glacier monitoring BC peer-review
W4413415441,include,coastal,medium,Hakai affiliation; glacier monitoring BC peer-review
W4414215065,include,coastal,medium,Tula/Hakai; Arctic polar bear sea ice genetics
W4414274917,include,coastal,high,Tula/Hakai affiliation; Gulf St Lawrence deoxygenation
W4414701786,include,coastal,high,Hakai affiliation; BC coast phytoplankton radiometry
W4414857032,include,coastal,high,Tula/Hakai affiliation; Gulf St Lawrence deoxygenation
W4415469459,include,coastal,medium,Hakai funder; coralline alga nearshore marine
W4415507987,include,coastal,high,Hakai funder; nutrient dynamics temperate reefs/kelp
W4415845630,include,coastal,medium,Hakai affiliation; glacier monitoring BC peer-review
W4417222265,include,other_tula,low,"Hakai funder; Rocky Mountain peatland, not coastal"
W7103996169,include,coastal,medium,Hakai affiliation; biological data standards primer
W7104048291,include,coastal,medium,Hakai affiliation; biological data standards primer
W7106319092,include,coastal,high,Hakai affiliation; seawater carbonate eDNA mesocosm study
W7108211190,include,coastal,medium,Hakai affiliation on biological data standards primer
W7111313197,include,coastal,high,Hakai Institute; BC coastal ocean multi-stressor monitoring
W7114797310,include,coastal,high,Hakai affiliation; keystone predation intertidal dataset
W7116071953,include,coastal,high,Hakai affiliation; sea star wasting disease dataset
W7123455608,include,coastal,high,Hakai affiliation; marine sedaDNA sources diagram
W7123724193,include,coastal,high,Hakai affiliation; marine sedaDNA sources diagram
W7124862527,include,coastal,high,Hakai; Barkley Sound BC seawater CO2 dataset
W7124980923,include,coastal,high,Hakai; Bute Inlet BC seawater CO2 dataset
W7125483277,include,coastal,medium,Tula funder; global coral-associated protists survey
W7126209560,include,coastal,high,Hakai; BC coastal glacier melt monitoring
W7128020434,include,coastal,high,Hakai affiliation; Gulf of St. Lawrence biogeochemical dataset
W7128713653,exclude,na,high,"Russian Tula University; Guatemala/Spain medical, no Hakai"
W7131866678,include,coastal,high,Hakai-published BC fjord seawater CO2 dataset
W7134108709,include,coastal,high,Hakai affiliation; marine infectious disease management
W7140321747,include,coastal,high,Hakai affiliation; coastal zooplankton trophic ecology
W7152644052,include,coastal,high,Hakai; BC Pacific coastal watershed snow dataset
W7152682316,include,coastal,high,Hakai; BC Pacific coastal watershed snow dataset
W7154155109,include,coastal,high,Hakai-published Barkley Sound seawater CO2 dataset
W7161485247,include,coastal,high,Hakai affiliation; BC fjord fish eDNA metabarcoding
W7121691947,include,coastal,medium,Tula provenance; global carbon budget ocean component review
W7127138660,include,coastal,medium,Tula provenance; global carbon budget ocean review
W7127640570,include,coastal,medium,Tula provenance; global carbon budget ocean review
W7127647285,include,coastal,medium,Tula provenance; global carbon budget ocean review
W7127929102,include,coastal,medium,Tula provenance; global carbon budget ocean review
W7128368814,include,coastal,low,Hakai affiliation on R targets software release
W7128498668,include,coastal,high,Hakai affiliation; sea star disease population dataset
W7128544719,include,coastal,high,Hakai affiliation; sea star disease population dataset
W7131794070,include,coastal,medium,Tula provenance; global carbon budget ocean review
W7135173881,include,coastal,high,Tula Foundation + Hakai Quadra; coastal snow lidar
W7135230566,include,coastal,high,Hakai affiliation; BC coastal glacier mass balance
W7140125531,include,coastal,high,Hakai affiliation; Gulf of Alaska marine parasite
W7140232255,include,coastal,high,Hakai affiliation; BC coastal glacier projection
W7140318322,include,coastal,high,Hakai affiliation; marine eDNA metabarcoding guidance
W7141048011,include,coastal,high,Hakai affiliation; Pacific NW coastal forest gardening
W7147456709,include,coastal,high,Hakai affiliation; sunflower sea star immune response
W7152628513,include,coastal,high,Hakai; rocky intertidal biodiversity surveys Salish Sea
W7160037023,include,coastal,high,Tula Foundation + Hakai; coastal BC orchid pollination
W7160948117,include,coastal,high,Hakai affiliation; sunflower sea star eDNA assay
W7161061576,include,coastal,high,Tula Foundation; freshwater amphibian pathogen study
W7161231467,include,coastal,high,Tula Foundation; Salish Sea marine diatom taxonomy
W7161231701,include,coastal,high,Tula Foundation; Salish Sea diatom taxonomy
W7161231788,include,coastal,high,Tula Foundation; Salish Sea marine diatom taxonomy
W7161232365,include,coastal,high,Tula Foundation; Salish Sea marine diatom taxonomy
W7161233576,include,coastal,high,Tula Foundation; Salish Sea marine diatom taxonomy
W7161236727,include,coastal,high,Tula Foundation; Salish Sea marine diatom taxonomy
W7161242641,include,coastal,high,Tula Foundation; Salish Sea marine diatom taxonomy
W7161243404,include,coastal,high,Tula Foundation; Salish Sea marine diatom taxonomy
W7161246006,include,coastal,high,Tula Foundation; Salish Sea marine diatom taxonomy
W7161246014,include,coastal,high,Tula Foundation; Salish Sea marine diatom taxonomy
W7161246209,include,coastal,high,Tula Foundation; Salish Sea marine diatom taxonomy
W7161246664,include,coastal,high,Tula Foundation; Salish Sea marine diatom taxonomy
W7161247586,include,coastal,high,Tula Foundation; Salish Sea marine diatom taxonomy
W7161249153,include,coastal,high,Tula Foundation; Salish Sea marine diatom taxonomy
W7161249787,include,coastal,high,Tula Foundation; Salish Sea marine diatom taxonomy
W7161253281,include,coastal,high,Tula Foundation; Salish Sea marine diatom taxonomy
W7161254023,include,coastal,high,Tula Foundation; Salish Sea marine diatom taxonomy
W7161254437,include,coastal,high,Tula Foundation; Salish Sea marine diatom taxonomy
W7161254973,include,coastal,high,Tula Foundation; Salish Sea marine diatom taxonomy
W7161256056,include,coastal,high,Tula Foundation; Salish Sea marine diatom taxonomy
W7161256221,include,coastal,high,Tula Foundation; Salish Sea marine diatom taxonomy
W7161256546,include,coastal,high,Tula Foundation; Salish Sea marine diatom taxonomy
W7161256700,include,coastal,high,Tula Foundation; Salish Sea marine diatom taxonomy
W7161257695,include,coastal,high,Tula Foundation; Salish Sea marine diatom taxonomy
W7161258845,include,coastal,high,Tula Foundation; Salish Sea marine diatom taxonomy
W7161258928,include,coastal,high,Tula Foundation; Salish Sea marine diatom taxonomy
W7161259585,include,coastal,high,Tula Foundation; Salish Sea marine diatom taxonomy
W7161646576,include,coastal,high,Hakai affiliation; sea star wasting disease reply
W7162305365,include,coastal,high,Hakai; BC nearshore substrate mapping dataset
W7163124079,include,coastal,high,Hakai affiliation; freshwater amphibian pathogen data
W7161260307,include,coastal,high,"Tula/Hakai diatom taxonomy, Salish Sea marine"
W7161260755,include,coastal,high,"Tula/Hakai diatom taxonomy, Salish Sea marine"
W7161261339,include,coastal,high,"Tula/Hakai diatom taxonomy, Salish Sea marine"
W7161261352,include,coastal,high,"Tula/Hakai diatom taxonomy, Salish Sea marine"
W7161262501,include,coastal,high,"Tula/Hakai diatom taxonomy, Salish Sea marine"
W7161262594,include,coastal,high,"Tula/Hakai diatom taxonomy, Salish Sea marine"
W7161263993,include,coastal,high,"Tula/Hakai diatom taxonomy, Salish Sea marine"
W7161265146,include,coastal,high,"Tula/Hakai diatom taxonomy, Salish Sea marine"
W7161266669,include,coastal,high,"Tula/Hakai diatom taxonomy, Salish Sea marine"
W7161266705,include,coastal,high,"Tula/Hakai diatom taxonomy, Salish Sea marine"
W7161267639,include,coastal,high,"Tula/Hakai diatom taxonomy, Salish Sea marine"
W7161268764,include,coastal,high,"Tula/Hakai diatom taxonomy, Salish Sea marine"
W7161269713,include,coastal,high,"Tula/Hakai diatom taxonomy, Salish Sea marine"
W7161270144,include,coastal,high,"Tula/Hakai diatom taxonomy, Salish Sea marine"
W7161270497,include,coastal,high,"Tula/Hakai diatom taxonomy, Salish Sea marine"
W7161270658,include,coastal,high,"Tula/Hakai diatom taxonomy, Salish Sea marine"
W7161271022,include,coastal,high,"Tula/Hakai diatom taxonomy, Salish Sea marine"
W7161272243,include,coastal,high,"Tula/Hakai diatom taxonomy, Salish Sea marine"
W7161272365,include,coastal,high,"Tula/Hakai diatom taxonomy, Salish Sea marine"
W7161272733,include,coastal,high,"Tula/Hakai diatom taxonomy, Salish Sea marine"
W7161272772,include,coastal,high,"Tula/Hakai diatom taxonomy, Salish Sea marine"
W7161273104,include,coastal,high,"Tula/Hakai diatom taxonomy, Salish Sea marine"
W7161273745,include,coastal,high,"Tula/Hakai diatom taxonomy, Salish Sea marine"
W7161273771,include,coastal,high,"Tula/Hakai diatom taxonomy, Salish Sea marine"
W7161274143,include,coastal,high,"Tula/Hakai diatom taxonomy, Salish Sea marine"
W7161275196,include,coastal,high,"Tula/Hakai diatom taxonomy, Salish Sea marine"
W7161275802,include,coastal,high,"Tula/Hakai diatom taxonomy, Salish Sea marine"
W7161276424,include,coastal,high,"Tula/Hakai diatom taxonomy, Salish Sea marine"
W7161276998,include,coastal,high,"Tula/Hakai diatom taxonomy, Salish Sea marine"
W7161277012,include,coastal,high,"Tula/Hakai diatom taxonomy, Salish Sea marine"
W7161280524,include,coastal,high,"Tula/Hakai diatom taxonomy, Salish Sea marine"
W7161281082,include,coastal,high,"Tula/Hakai diatom taxonomy, Salish Sea marine"
W7161285341,include,coastal,high,"Tula/Hakai diatom taxonomy, Salish Sea marine"
W7161287780,include,coastal,high,"Tula/Hakai diatom taxonomy, Salish Sea marine"
W7161288301,include,coastal,high,"Tula/Hakai diatom taxonomy, Salish Sea marine"
W7161288689,include,coastal,high,"Tula/Hakai diatom taxonomy, Salish Sea marine"
W7161289284,include,coastal,high,"Tula/Hakai diatom taxonomy, Salish Sea marine"
W7161292054,include,coastal,high,"Tula/Hakai diatom taxonomy, Salish Sea marine"
